deg_S,deg_W
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 24' 3,63""","70º 49' 6,26"""
"33° 35' 47,43""","70º 53' 54,5"""
"33° 35' 47,43""","70º 53' 54,5"""
"33° 35' 47,43""","70º 53' 54,5"""
"33° 35' 47,43""","70º 53' 54,5"""
"33° 35' 47,43""","70º 53' 54,5"""
"33° 35' 47,43""","70º 53' 54,5"""
"33° 35' 47,43""","70º 53' 54,5"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 5' 27,34""","71º 17' 31,01"""
"33° 58' 55,4""","71º 4' 10,8"""
"33° 58' 55,4""","71º 4' 10,8"""
"33° 58' 55,4""","71º 4' 10,8"""
"33° 58' 55,4""","71º 4' 10,8"""
"33° 58' 55,4""","71º 4' 10,8"""
"33° 58' 55,4""","71º 4' 10,8"""
"33° 58' 55,4""","71º 4' 10,8"""
"33° 26' 55,5""","71º 18' 0,24"""
"33° 26' 55,5""","71º 18' 0,24"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 35' 25,1""","71º 13' 50,5"""
"33° 35' 25,1""","71º 13' 50,5"""
"33° 35' 25,1""","71º 13' 50,5"""
"33° 35' 25,1""","71º 13' 50,5"""
"33° 35' 25,1""","71º 13' 50,5"""
"33° 35' 25,1""","71º 13' 50,5"""
"33° 35' 25,1""","71º 13' 50,5"""
"33° 35' 25,1""","71º 13' 50,5"""
"33° 12' 36,34""","70º 41' 14,12"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 51' 12,78""","70º 46' 5,78"""
"33° 52' 26,77""","70º 44' 51,44"""
"33° 52' 26,77""","70º 44' 51,44"""
"33° 52' 26,77""","70º 44' 51,44"""
"33° 52' 26,77""","70º 44' 51,44"""
"33° 52' 26,77""","70º 44' 51,44"""
"33° 52' 26,77""","70º 44' 51,44"""
"33° 52' 26,77""","70º 44' 51,44"""
"33° 52' 26,77""","70º 44' 51,44"""
"33° 52' 26,77""","70º 44' 51,44"""
"33° 52' 26,77""","70º 44' 51,44"""
"33° 52' 26,77""","70º 44' 51,44"""
"33° 52' 26,77""","70º 44' 51,44"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 19' 27,98""","71º 8' 10,49"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 35' 25,1""","71º 13' 50,5"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 12' 24,35""","70º 50' 12,92"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 58' 7,87""","71º 3' 20,4"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 11' 38,06""","70º 39' 12,25"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
"33° 29' 48,45""","70º 49' 47,23"""
